year,Base case cost,Modeled residential energy efficiency
2017,871496.750236,886337.273881
2018,928852.860397,941335.329738
2019,1017282.99168,1026868.45473
2020,1062970.91965,1070798.61761
2021,1079865.61517,1086195.01103
2022,1108760.93466,1113811.06234
2023,1121392.66294,1125342.13807
2024,1132445.42519,1135352.51871
2025,1145077.15346,1146919.77038
2026,1160866.81381,1161582.47174
2027,1184209.49289,1183895.17429
2028,1195363.05827,1194075.3776
2029,1209703.35661,1207378.63276
2030,1219263.55551,1216037.56876
2031,1235197.22033,1230925.59954
2032,1251130.88516,1245828.76977
2033,1255604.7759,1249286.95052
2034,1271394.43625,1264075.33896
2035,1270742.6168,1262556.25274
2036,1287952.83825,1278753.10275
