year,Base case cost,Modeled non-residential energy efficiency
2017,1153279.9112,1102434.20396
2018,1233401.53735,1169304.64271
2019,1343839.45448,1262516.77598
2020,1393644.78966,1303225.97477
2021,1430457.4287,1332729.67478
2022,1456442.82097,1352903.74015
2023,1473766.41581,1365624.06683
2024,1488924.5613,1376521.02021
2025,1506248.15614,1389347.77677
2026,1527902.6497,1405980.3233
2027,1545226.24454,1418908.57932
2028,1560384.39003,1430008.5887
2029,1579873.43423,1444910.86136
2030,1592866.13036,1454228.18024
2031,1614520.62392,1471099.98535
