year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,187389.35,7612.88,105687.2,56191.58
2018,187659.36,7618.04,105687.2,56191.58
2019,188064.38,7627.35,105687.2,56821.59
2020,188199.39,7630.69,105687.2,57451.59
2021,188064.38,7628.99,105687.2,56821.59
2022,188199.39,7631.74,105687.2,57451.59
2023,188334.4,7634.38,105687.2,57451.59
2024,188334.4,7636.37,105687.2,57451.59
2025,188469.4,7637.92,105687.2,57451.59
2026,188469.4,7637.78,105687.2,57451.59
2027,188739.42,7644.92,105687.2,58081.6
2028,188739.42,7644.08,105687.2,58081.6
2029,188739.42,7645.71,105687.2,58081.6
2030,188739.42,7644.47,105687.2,58081.6
2031,188739.42,7644.07,105687.2,58081.6
2032,188739.42,,,58081.6
2033,188469.4,,,57451.59
2034,188334.4,,,57451.59
2035,188064.38,,,56821.59
2036,188064.38,,,56821.59
