year,Base case diesel consumed,Modeled diesel efficiency
2019,188064.382654,170967.620595
2020,188199.38939,171090.35399
2021,188064.382654,170967.620595
2022,188199.38939,171090.35399
2023,188334.396125,171213.087386
2024,188334.396125,171213.087386
2025,188469.402861,171335.820782
2026,188469.402861,171335.820782
2027,188739.416332,171581.287574
2028,188739.416332,171581.287574
2029,188739.416332,171581.287574
2030,188739.416332,171581.287574
2031,188739.416332,171581.287574
2032,188739.416332,171581.287574
2033,188469.402861,171335.820782
2034,188334.396125,171213.087386
2035,188064.382654,170967.620595
2036,188064.382654,170967.620595
2037,188334.396125,171213.087386
2038,188469.402861,171335.820782
