year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,105687.198775,78208.5270936
2018,105687.198775,78208.5270936
2019,105687.198775,78208.5270936
2020,105687.198775,78208.5270936
2021,105687.198775,78208.5270936
2022,105687.198775,78208.5270936
2023,105687.198775,78208.5270936
2024,105687.198775,78208.5270936
2025,105687.198775,78208.5270936
2026,105687.198775,78208.5270936
2027,105687.198775,78208.5270936
2028,105687.198775,78208.5270936
2029,105687.198775,78208.5270936
2030,105687.198775,78208.5270936
2031,105687.198775,78208.5270936
