year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,38410.43,533239.81,318757.52,61463.32,620040.1,552739.23
2018,41255.15,572344.07,339548.4,65575.33,661057.47,589304.46
2019,45195.52,626244.54,372334.34,71273.84,717594.91,644948.65
2020,46970.38,650552.6,389676.43,73839.83,743092.19,673294.49
2021,48256.79,668519.42,395062.97,75694.94,761938.01,684802.64
2022,49190.05,681201.89,406337.39,77045.38,775240.94,702423.55
2023,49817.78,689656.86,410933.52,77954.63,784109.55,710459.15
2024,50365.3,697054.96,414955.13,78747.37,791869.6,717490.3
2025,50986.6,705509.94,419551.26,79646.11,800738.22,725525.9
2026,51749.41,716078.66,425296.41,80747.18,811823.99,735570.4
2027,52409.42,724533.64,434606.67,81708.43,820692.61,749602.82
2028,52938.73,731931.74,438672.38,82471.6,828452.65,756690.68
2029,53638.1,741443.59,443899.73,83483.2,838429.85,765803.63
2030,54088.09,747784.82,447384.62,84131.38,845081.31,771878.93
2031,54849.66,758353.54,453192.78,85230.39,856167.08,782004.44
2032,,,459000.94,,,792129.94
2033,,,459767.37,,,795837.41
2034,,,465512.53,,,805881.91
2035,,,464385.31,,,806357.31
2036,,,470635.68,,,817317.15
