year,Base case cost,Modeled non-residential energy efficiency
2017,355979.174115,395949.150625
2018,381211.758002,419477.49948
2019,415816.444476,451744.94934
2020,432397.856745,467206.435731
2021,443211.821268,477290.013812
2022,451142.061918,484684.637738
2023,456909.509664,490062.546048
2024,461956.026441,494768.215819
2025,467723.474187,500146.124129
2026,474211.852901,506196.270978
2027,479979.300646,511574.179288
2028,484304.886456,515607.61052
2029,490793.265169,521657.757369
2030,494397.92001,525018.950063
2031,501607.229693,531741.33545
