year,Base case diesel consumed,Modeled residential ashp
2017,8805.95342876,1118.21629249
2018,8805.95342876,1118.21629249
2019,8805.95342876,1118.21629249
2020,8805.95342876,1118.21629249
2021,8805.95342876,1118.21629249
2022,8805.95342876,1118.21629249
2023,8805.95342876,1118.21629249
2024,8805.95342876,1118.21629249
2025,8805.95342876,1118.21629249
2026,8805.95342876,1118.21629249
2027,8805.95342876,1118.21629249
2028,8805.95342876,1118.21629249
2029,9641.68144978,1953.94431351
2030,9641.68144978,1953.94431351
2031,9641.68144978,1953.94431351
