year,Base case cost,Modeled diesel efficiency
2019,123819.716853,281614.35125
2020,130700.530936,287869.63678
2021,135350.512664,292096.892896
2022,138471.803312,294934.429849
2023,140741.832875,296998.093088
2024,142728.108742,298803.798422
2025,145433.568149,301263.306974
2026,147995.020426,303591.899952
2027,150721.782663,306070.774713
2028,152434.530193,307627.817923
2029,155929.046423,310804.650859
2030,157831.815197,312534.440653
2031,161187.436975,315585.005906
2032,164076.10072,318211.063856
2033,166675.89809,320574.516011
2034,169564.561835,323200.573961
2035,171586.626457,325038.814526
2036,174989.966574,328132.760087
2037,177248.066552,330185.578249
2038,180682.082745,333307.411151
