year,Base case cost,Modeled water and wastewater efficiency
2017,48021.6722655,36774.3755871
2018,51381.0837229,39016.4549898
2019,56049.6677537,42132.0163981
2020,58285.6969028,43624.7860749
2021,59773.1824434,44618.2035574
2022,60888.0778113,45362.8765295
2023,61723.3923874,45920.9120964
2024,62370.0815728,46353.2857539
2025,63112.0410463,46849.0253474
2026,64039.6768411,47468.8075855
2027,64876.2577937,48027.5579778
2028,65522.3642514,48459.6267263
2029,66356.1679275,49016.8542028
2030,66909.4435285,49386.9139777
2031,67832.1037209,50003.9808523
