year,Base case diesel consumed,Modeled non-residential ashp
2017,9127.24523184,-2513.64367123
2018,9127.24523184,-2513.64367123
2019,9127.24523184,-2513.64367123
2020,9127.24523184,-2513.64367123
2021,9127.24523184,-2513.64367123
2022,9127.24523184,-2513.64367123
2023,9127.24523184,-2513.64367123
2024,9127.24523184,-2513.64367123
2025,9127.24523184,-2513.64367123
2026,10091.1939564,-1549.69494668
2027,10091.1939564,-1549.69494668
2028,10091.1939564,-1549.69494668
2029,10091.1939564,-1549.69494668
2030,10091.1939564,-1549.69494668
2031,10091.1939564,-1549.69494668
