year,Base case diesel consumed,Modeled non-residential ashp
2017,933594.299203,653516.008882
2018,933594.299203,653516.008882
2019,933594.299203,653516.008882
2020,933594.299203,653516.008882
2021,933594.299203,653516.008882
2022,933594.299203,653516.008882
2023,933594.299203,653516.008882
2024,933594.299203,653516.008882
2025,933594.299203,653516.008882
2026,933594.299203,653516.008882
2027,933594.299203,653516.008882
2028,933594.299203,653516.008882
2029,933594.299203,653516.008882
2030,933594.299203,653516.008882
2031,933594.299203,653516.008882
