year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,41094.53,2992592.76,3612262.13,52894.65,4238600.23,2005806.64
2018,43782.41,3197983.5,3793606.27,54776.46,4402970.97,2071532.97
2019,47859.3,3496733.68,4087537.69,57734.62,4642055.69,2181476.29
2020,49586.13,3627436.88,4206826.15,58960.15,4746655.25,2225431.95
2021,50940.36,3730132.26,4297506.36,59921.42,4828840.62,2258674.28
2022,51772.66,3795483.86,4350538.42,60498.58,4881140.41,2277790.4
2023,52477.36,3851499.51,4393965.96,60983.7,4925968.79,2293313.59
2024,52904.74,3888843.29,4418646.41,61257.36,4955854.38,2301798.23
2025,53455.09,3935523.0,4446101.06,61619.38,4993211.37,2310944.54
2026,54114.36,3991538.66,4482313.29,62053.59,5038039.75,2323413.7
2027,54750.03,4047554.32,4511695.2,62461.49,5082868.13,2332951.58
2028,55122.93,4084898.09,4522381.35,62675.11,5112753.72,2335467.28
2029,55792.78,4140913.75,4557130.68,63125.17,5157582.11,2347469.93
2030,56181.7,4178257.52,4573492.24,63359.31,5187467.7,2352548.61
2031,57018.65,4234273.18,4640519.67,64002.9,5232296.08,2378610.15
2032,,,4663150.63,,,2385019.07
2033,,,4689452.74,,,2393574.83
2034,,,4723947.81,,,2405273.39
2035,,,4745317.48,,,2412702.25
2036,,,4792754.59,,,2430034.18
