year,Base case cost,Modeled water and wastewater efficiency
2017,93989.1850525,168317.392944
2018,98558.8717605,169086.769974
2019,105593.926414,171622.265455
2020,108546.282401,171385.42561
2021,110861.788911,170761.608976
2022,112271.238083,169562.592291
2023,113461.06013,168262.541077
2024,114162.096354,166673.365843
2025,115074.469776,165278.963713
2026,116167.943926,164056.924908
2027,117211.516867,162846.137713
2028,117798.039597,161364.071817
2029,118917.947135,160296.521381
2030,119541.011334,158927.567692
2031,121021.544545,158199.039129
