year,Base case cost,Modeled non-residential energy efficiency
2017,7231192.99048,6963145.73224
2018,7600954.47828,7270624.21459
2019,8138789.36964,7727208.59106
2020,8374092.1346,7916674.36726
2021,8558972.87851,8061982.71322
2022,8676624.26099,8148258.61193
2023,8777468.30312,8220086.39474
2024,8844697.66454,8262591.5191
2025,8928734.36631,8320358.77946
2026,9029578.40844,8393378.86269
2027,9130422.45057,8466777.89708
2028,9197651.81199,8510817.44683
2029,9298495.85412,8584947.94645
2030,9365725.21554,8629701.81778
2031,9466569.25767,8704529.89707
