year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,6706.82,321409.69,139144.02,3854.79,165094.82,101458.65
2018,7266.74,347008.62,151440.13,4101.25,174569.42,110085.54
2019,8072.32,383700.43,163193.11,4455.55,188254.95,119145.65
2020,8483.34,401619.68,168932.94,4637.96,194571.35,123570.35
2021,8766.69,413565.85,172759.5,4764.48,199133.19,126520.15
2022,8999.95,422952.13,175766.07,4869.51,202642.3,128837.85
2023,9159.89,428925.21,177679.35,4942.47,205098.68,130312.75
2024,9326.25,434898.3,184728.57,5018.8,206853.23,134716.27
2025,9496.01,440871.38,186696.57,5096.84,209309.61,136223.95
2026,9707.91,448551.06,189226.84,5193.63,212116.9,138162.39
2027,9901.18,455377.45,191475.98,5282.14,214573.28,139885.45
2028,10058.67,460497.23,193162.83,5355.12,216327.83,141177.74
2029,10317.12,468176.91,201133.89,5476.2,219135.12,146227.4
2030,10502.17,472443.4,202578.68,5565.31,220889.68,147327.73
2031,10746.07,480123.08,205179.31,5678.21,223696.96,149308.31
2032,,,213697.28,,,154732.55
2033,,,216368.25,,,156755.27
2034,,,219336.0,,,159002.74
2035,,,221413.42,,,160575.97
2036,,,224381.17,,,162823.44
