year,Base case cost,Modeled biomass for heat (cordwood)
2017,320523.549789,368080.020291
2018,346297.449789,385716.279333
2019,383240.039789,411664.970323
2020,401281.769789,423638.227971
2021,413309.589789,431186.862273
2022,422760.019789,436857.197253
2023,428773.929789,440011.70932
2024,434787.839789,443196.758103
2025,440801.749789,446411.627894
2026,448533.919789,450929.166016
2027,455406.959789,454838.37055
2028,460561.739789,457501.80181
2029,468293.909789,462102.674496
2030,472589.559789,464182.941057
2031,480321.729789,468836.165725
2032,,
2033,,
2034,,
2035,,
2036,,
