year,Base case cost,Modeled non-residential energy efficiency
2017,486504.509215,508514.761729
2018,521578.041671,539602.986846
2019,571955.378169,584935.843375
2020,596191.030954,606077.824256
2021,612699.043849,619982.36698
2022,625594.430186,630581.213851
2023,634023.892152,637020.288464
2024,641751.532043,642971.695897
2025,650180.994009,649473.390292
2026,660667.962642,657971.567981
2027,669950.722423,665386.27907
2028,676825.064499,670603.860039
2029,687312.033132,679188.495464
2030,693333.077393,683608.396158
2031,703820.046026,692247.345586
