year,Base case cost,Modeled water and wastewater efficiency
2017,10561.613465,14380.6281995
2018,11367.9842881,14762.3028628
2019,12527.8714728,15388.4647445
2020,13121.2967989,15633.0621415
2021,13531.1638283,15756.492444
2022,13869.467342,15834.90601
2023,14102.3640492,15845.1600007
2024,14345.0498427,15865.5921154
2025,14592.849883,15892.9173847
2026,14901.5392179,15965.0120557
2027,15183.3276896,16022.0345918
2028,15413.7884919,16047.303738
2029,15793.3149763,16177.3653899
2030,16067.4790606,16238.7628075
2031,16424.2757857,16359.1961901
