year,Base case diesel consumed,Modeled non-residential ashp
2017,85913.0207906,60314.0863311
2018,85913.0207906,60314.0863311
2019,85913.0207906,60314.0863311
2020,85913.0207906,60314.0863311
2021,85913.0207906,60314.0863311
2022,85913.0207906,60314.0863311
2023,85913.0207906,60314.0863311
2024,85913.0207906,60314.0863311
2025,85913.0207906,60314.0863311
2026,85913.0207906,60314.0863311
2027,85913.0207906,60314.0863311
2028,85913.0207906,60314.0863311
2029,85913.0207906,60314.0863311
2030,85913.0207906,60314.0863311
2031,85913.0207906,60314.0863311
