year,Base case cost,Modeled diesel efficiency
2019,159222.309265,341289.393758
2020,170435.147945,346876.434095
2021,178067.507883,349316.457413
2022,183667.115049,350013.956925
2023,188146.800782,349796.308219
2024,191273.588725,348449.30141
2025,195188.54522,347917.003847
2026,199978.184877,348275.763791
2027,203888.37285,347928.665741
2028,206987.230879,346935.443772
2029,212008.484458,347779.159589
2030,214798.06978,346681.298437
2031,219550.923697,347453.395198
2032,224291.515701,348297.516967
2033,229019.845791,349211.714344
2034,234291.106162,350698.8039
2035,237885.209253,350738.665127
2036,243131.26458,352355.945763
2037,246151.101388,352023.263127
2038,251372.632888,353764.261487
