year,Base case diesel consumed,Modeled diesel efficiency
2019,56064.1934031,50967.4485483
2020,56064.1934031,50967.4485483
2021,55996.0716614,50905.5196922
2022,55996.0716614,50905.5196922
2023,55996.0716614,50905.5196922
2024,55927.9499197,50843.5908361
2025,55927.9499197,50843.5908361
2026,55859.828178,50781.66198
2027,55859.828178,50781.66198
2028,55791.7064364,50719.733124
2029,55791.7064364,50719.733124
2030,55791.7064364,50719.733124
2031,55723.5846947,50657.8042679
2032,55655.462953,50595.8754118
2033,55587.3412113,50533.9465557
2034,55519.2194696,50472.0176997
2035,55451.097728,50410.0888436
2036,55382.9759863,50348.1599875
2037,55314.8542446,50286.2311314
2038,55246.7325029,50224.3022754
