year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,19273.39,266156.57,252213.98,30995.87,257125.71,244744.6
2018,21022.85,290362.06,273662.66,32263.92,267689.12,254799.37
2019,23477.4,324249.76,303690.82,34047.88,282477.91,268876.04
2020,24639.27,340386.75,313448.73,34887.09,289520.19,272218.5
2021,25454.48,351682.65,323315.18,35477.56,294449.78,276853.5
2022,26034.73,359751.15,330362.63,35896.46,297970.92,280164.22
2023,26488.21,366205.95,336000.6,36216.42,300787.84,282812.79
2024,26831.04,371047.05,340229.07,36460.44,302900.52,284799.22
2025,27230.18,376695.0,340161.63,36744.14,305365.32,283572.07
2026,27742.53,383956.64,346412.45,37107.99,308534.34,286514.93
2027,28138.67,389604.59,351274.2,37387.94,310999.14,288803.82
2028,28467.91,394445.69,350216.12,37613.91,313111.82,287131.16
2029,28989.92,401707.34,356375.04,37991.78,316280.85,290037.23
2030,29275.5,405741.59,359796.67,38195.73,318041.42,291651.72
2031,29786.32,413003.24,360495.47,38558.65,321210.44,290829.21
2032,,,361010.48,,,289933.13
2033,,,366985.63,,,292765.64
2034,,,367878.66,,,292069.84
2035,,,366637.03,,,290372.65
2036,,,367152.28,,,289525.62
