year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,12282.99,762718.0,762718.0
2004,,12282.99,788074.0,788074.0
2005,,12282.99,741425.0,741425.0
2006,,12282.99,751425.0,751425.0
2007,,12282.99,723717.0,723717.0
2008,,12282.99,712616.0,712616.0
2009,,12282.99,730154.0,730154.0
2010,,12282.99,807246.0,807246.0
2011,,12282.99,802705.0,802705.0
2012,,12282.99,882803.0,882803.0
2013,,12282.99,860307.0,860307.0
2014,,12282.99,852852.0,852852.0
2015,,12282.99,835282.0,835282.0
2016,start of forecast,12282.99,823000.0,823000.0
2017,,12282.99,823000.0,823000.0
2018,,12282.99,823000.0,823000.0
2019,,12282.99,823000.0,823000.0
2020,,12282.99,823000.0,823000.0
2021,,12282.99,822000.0,822000.0
2022,,12282.99,822000.0,822000.0
2023,,12282.99,822000.0,822000.0
2024,,12282.99,821000.0,821000.0
2025,,12282.99,821000.0,821000.0
2026,,12282.99,820000.0,820000.0
2027,,12282.99,820000.0,820000.0
2028,,12282.99,819000.0,819000.0
2029,,12282.99,819000.0,819000.0
2030,,12282.99,819000.0,819000.0
2031,,12282.99,818000.0,818000.0
2032,,12282.99,817000.0,817000.0
2033,,12282.99,816000.0,816000.0
2034,,12282.99,815000.0,815000.0
2035,,12282.99,814000.0,814000.0
2036,,12282.99,813000.0,813000.0
2037,,12282.99,812000.0,812000.0
2038,,12282.99,811000.0,811000.0
2039,,12282.99,810000.0,810000.0
2040,,12282.99,809000.0,809000.0
