year,Base case diesel consumed,Modeled non-residential ashp
2017,80684.9854803,56479.4898362
2018,80684.9854803,56479.4898362
2019,80684.9854803,56479.4898362
2020,80684.9854803,56479.4898362
2021,80684.9854803,56479.4898362
2022,80684.9854803,56479.4898362
2023,80684.9854803,56479.4898362
2024,80684.9854803,56479.4898362
2025,80684.9854803,56479.4898362
2026,80684.9854803,56479.4898362
2027,80684.9854803,56479.4898362
2028,80684.9854803,56479.4898362
2029,80684.9854803,56479.4898362
2030,80684.9854803,56479.4898362
2031,80684.9854803,56479.4898362
