year,Base case cost,Modeled residential energy efficiency
2017,496958.576973,514047.708383
2018,528462.028247,538191.516873
2019,572566.86003,572799.108211
2020,585667.233724,580446.567463
2021,600168.678323,590628.769444
2022,610526.853037,597436.671768
2023,618813.392808,602577.231182
2024,625028.297636,606049.496406
2025,623733.702081,601869.116869
2026,632927.381183,607851.108347
2027,640078.020485,612190.678642
2028,637347.275469,606866.765996
2029,646412.276431,612828.2476
2030,651448.388077,615522.627405
2031,651324.680486,612363.353327
2032,650943.616616,608979.509654
2033,659751.261299,614816.392762
2034,659948.492625,611892.278273
2035,657009.676395,606408.207343
2036,656677.89759,603015.437005
