year,Base case diesel consumed,Modeled non-residential ashp
2017,49114.6735201,34380.2714641
2018,49114.6735201,34380.2714641
2019,49114.6735201,34380.2714641
2020,49114.6735201,34380.2714641
2021,49114.6735201,34380.2714641
2022,49114.6735201,34380.2714641
2023,49114.6735201,34380.2714641
2024,49114.6735201,34380.2714641
2025,49114.6735201,34380.2714641
2026,49114.6735201,34380.2714641
2027,49114.6735201,34380.2714641
2028,49114.6735201,34380.2714641
2029,49114.6735201,34380.2714641
2030,49114.6735201,34380.2714641
2031,49114.6735201,34380.2714641
