year,Base case diesel consumed,Modeled diesel efficiency
2019,22715.4819515,20650.4381377
2020,22845.9066552,20769.0060501
2021,22948.7472939,20862.4975399
2022,23039.1207196,20944.6551996
2023,23227.96381,21116.3307364
2024,23416.0388208,21287.3080189
2025,23470.5982867,21336.9075334
2026,23594.1832671,21449.2575156
2027,23655.5337937,21505.0307216
2028,23715.1245761,21559.2041601
2029,23654.9472123,21504.4974657
2030,23654.9609854,21504.5099868
2031,23654.7700493,21504.3364085
2032,23776.3380007,21614.8527279
2033,23897.7650979,21725.2409981
2034,24019.1815525,21835.6195932
2035,24079.9294278,21890.8449344
2036,24140.6448196,21946.0407451
2037,24079.9186,21890.8350909
2038,24079.9234072,21890.8394611
