year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,22415.94,5508.69,49114.67,21503.1
2018,22799.07,5506.63,49114.67,21503.1
2019,22715.48,5504.95,49114.67,21503.1
2020,22845.91,5503.18,49114.67,20571.38
2021,22948.75,5501.35,49114.67,20571.38
2022,23039.12,5498.71,49114.67,20571.38
2023,23227.96,5495.45,49114.67,19639.65
2024,23416.04,5492.77,49114.67,19639.65
2025,23470.6,5490.64,49114.67,19639.65
2026,23594.18,5489.26,49114.67,19639.65
2027,23655.53,5487.67,49114.67,19639.65
2028,23715.12,5485.93,49114.67,18707.93
2029,23654.95,5487.28,49114.67,18707.93
2030,23654.96,5487.95,49114.67,19639.65
2031,23654.77,5487.88,49114.67,19639.65
2032,23776.34,,,18707.93
2033,23897.77,,,18707.93
2034,24019.18,,,18707.93
2035,24079.93,,,17776.21
2036,24140.64,,,17776.21
