year,Base case cost,Modeled diesel efficiency
2019,89953.308528,254203.212748
2020,96866.6442179,256446.794366
2021,101662.950512,256860.521047
2022,105519.172896,256512.123298
2023,108706.870631,255646.305279
2024,111460.344787,254473.950846
2025,114067.107673,253254.367368
2026,117734.974503,253083.549653
2027,120406.66701,252089.273024
2028,122844.345304,250962.48481
2029,125134.670753,249780.087751
2030,126790.590882,248097.470569
2031,129864.687571,247778.823511
2032,133623.019564,248155.17608
2033,137412.149313,248630.78392
2034,141472.979344,249422.97928
2035,143757.178684,248668.012103
2036,147499.339848,249304.828325
2037,149295.49532,248237.356642
2038,152666.714402,248665.050198
