year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,23331.79,208022.9,104521.54,48130.74,201832.23,177311.0
2018,25635.85,228651.06,113552.84,49563.04,207919.43,182658.65
2019,28820.92,257137.57,126024.64,51550.53,216325.56,190043.49
2020,30352.53,270889.68,126324.01,52499.98,220383.69,188230.57
2021,31387.69,280221.47,130232.58,53137.58,223137.42,190582.55
2022,32197.43,287588.67,133318.28,53628.49,225311.42,192439.37
2023,32727.91,292500.14,129243.96,53940.18,226760.75,188143.61
2024,33151.34,296429.31,130815.14,54188.41,227920.22,189105.62
2025,33687.56,301340.78,132779.1,54511.0,229369.55,190308.14
2026,34392.72,307725.68,135332.26,54944.43,231253.69,191871.4
2027,34931.5,312637.15,137296.22,55272.07,232703.02,193073.92
2028,35414.14,317057.47,132466.47,55563.52,234007.42,188445.7
2029,36026.45,322460.09,134524.35,55956.39,235601.69,189729.56
2030,36415.03,325898.11,142598.93,56204.52,236616.22,196320.7
2031,37127.98,332283.02,145152.09,56651.3,238500.35,197883.97
2032,,,140697.96,,,193581.14
2033,,,143129.99,,,195098.43
2034,,,145749.11,,,196732.43
2035,,,139912.36,,,191676.26
2036,,,142401.03,,,193260.75
