year,Base case cost,Modeled residential energy efficiency
2017,281832.54203,282407.768625
2018,296211.491085,296472.8376
2019,316068.135019,315927.399962
2020,314554.587165,314182.333161
2021,320815.123053,320263.720212
2022,325757.651387,325051.298009
2023,317387.57858,316556.059513
2024,319920.761363,318976.943996
2025,323087.239841,322021.44878
2026,327203.661863,326000.558518
2027,330370.140342,329048.107426
2028,320912.177226,319478.309737
2029,324253.909101,322698.388911
2030,338919.632234,337266.364998
2031,343036.054256,341252.650467
2032,334279.104726,332366.900217
2033,338228.424215,336188.723509
2034,342481.537511,340309.988324
2035,331588.624978,329320.228801
2036,335661.781699,333263.996065
