year,Base case cost,Modeled non-residential energy efficiency
2017,409855.123556,428749.520227
2018,436570.485209,452209.457648
2019,473463.127492,485282.95829
2020,491273.368594,500442.823791
2021,503358.889342,510254.501806
2022,512900.089932,517709.102925
2023,519260.890326,522207.374011
2024,524349.530641,525543.671495
2025,530710.331034,530110.768774
2026,538979.371546,536506.266231
2027,545340.171939,541139.001286
2028,551064.892294,545205.008621
2029,558061.772727,550498.738107
2030,562514.333002,553429.080622
2031,570783.373514,559979.302076
