year,Base case diesel consumed,Modeled residential ashp
2017,24630.826354,3127.72397993
2018,24630.826354,3127.72397993
2019,24630.826354,3127.72397993
2020,23563.5790841,2060.47671
2021,23563.5790841,2060.47671
2022,23563.5790841,2060.47671
2023,22496.3318142,993.229440073
2024,22496.3318142,993.229440073
2025,22496.3318142,993.229440073
2026,22496.3318142,993.229440073
2027,22496.3318142,993.229440073
2028,21429.0845442,0.0
2029,21429.0845442,0.0
2030,22496.3318142,993.229440073
2031,22496.3318142,993.229440073
