year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,135331.042754,100144.971638
2018,135331.042754,100144.971638
2019,135331.042754,100144.971638
2020,135331.042754,100144.971638
2021,135331.042754,100144.971638
2022,135331.042754,100144.971638
2023,135331.042754,100144.971638
2024,135331.042754,100144.971638
2025,135331.042754,100144.971638
2026,135331.042754,100144.971638
2027,135331.042754,100144.971638
2028,135331.042754,100144.971638
2029,135331.042754,100144.971638
2030,135331.042754,100144.971638
2031,135331.042754,100144.971638
