year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,1060794
2004,,0,0,0,0,0,1186052
2005,,0,0,0,0,0,1511082
2006,,0,0,0,0,0,1602974
2007,,0,0,0,0,0,1696424
2008,,0,0,0,0,0,1735500
2009,,0,0,0,0,0,1757544
2010,,0,0,0,0,0,1697567
2011,,0,0,0,0,0,1766952
2012,,0,0,0,0,0,1681956
2013,,0,0,0,0,0,1706370
2014,start of forecast,0,0,0,0,0,1735000
2015,,0,0,0,0,0,1740000
2016,,0,0,0,0,0,1745000
2017,,0,0,0,0,0,1750000
2018,,0,0,0,0,0,1755000
2019,,0,0,0,0,0,1760000
2020,,0,0,0,0,0,1766000
2021,,0,0,0,0,0,1772000
2022,,0,0,0,0,0,1778000
2023,,0,0,0,0,0,1784000
2024,,0,0,0,0,0,1791000
2025,,0,0,0,0,0,1797000
2026,,0,0,0,0,0,1804000
2027,,0,0,0,0,0,1811000
2028,,0,0,0,0,0,1818000
2029,,0,0,0,0,0,1825000
2030,,0,0,0,0,0,1832000
2031,,0,0,0,0,0,1840000
2032,,0,0,0,0,0,1847000
2033,,0,0,0,0,0,1855000
2034,,0,0,0,0,0,1862000
2035,,0,0,0,0,0,1870000
2036,,0,0,0,0,0,1878000
2037,,0,0,0,0,0,1886000
2038,,0,0,0,0,0,1894000
2039,,0,0,0,0,0,1902000
2040,,0,0,0,0,0,1911000
