year,Base case diesel consumed,Modeled residential ashp
2017,6163.20130772,-35778.2799443
2018,6163.20130772,-35778.2799443
2019,6163.20130772,-35778.2799443
2020,6163.20130772,-35778.2799443
2021,6163.20130772,-35778.2799443
2022,6011.97386155,-35929.5073905
2023,6011.97386155,-35929.5073905
2024,6011.97386155,-35929.5073905
2025,6011.97386155,-35929.5073905
2026,5860.74641538,-36080.7348366
2027,5860.74641538,-36080.7348366
2028,5860.74641538,-36080.7348366
2029,5709.51896921,-36231.9622828
2030,5709.51896921,-36231.9622828
2031,5558.29152305,-36383.189729
