year,Base case cost,Modeled solar power (pv)
2016,532986.056622,559093.279147
2017,653542.426572,677351.631708
2018,744488.460043,766444.091419
2019,873812.17373,893437.218753
2020,935169.445008,953410.791443
2021,977828.505216,994966.224256
2022,1012048.29963,1028216.92274
2023,1033583.90137,1048969.97744
2024,1053015.63819,1067664.56199
2025,1076699.7413,1090574.46733
2026,1104640.67436,1117705.08675
2027,1126238.02319,1138590.42359
2028,1146130.25944,1157813.677
2029,1172010.47615,1182961.85243
2030,1189412.74214,1199753.02049
2031,1217876.66566,1227491.23594
2032,1248069.50788,1256949.13795
2033,1276602.61791,1284789.24037
2034,1309432.73069,1316891.61042
2035,1329523.59916,1336421.19535
