year,Base case cost,Modeled non-residential energy efficiency
2017,1414296.60645,1271524.7436
2018,1523124.14244,1360348.15964
2019,1677507.39118,1487653.13423
2020,1750902.70615,1546736.24896
2021,1801520.16475,1586678.75616
2022,1842014.13164,1618149.29597
2023,1867322.86094,1636878.29225
2024,1890100.71731,1653534.45616
2025,1917940.31954,1674518.46163
2026,1950841.66763,1699828.90787
2027,1976150.39693,1718794.2464
2028,1998928.2533,1735681.21333
2029,2029298.72846,1759024.64857
2030,2049545.71191,1773885.02529
2031,2082447.06,1799467.42414
