year,Base case diesel consumed,Modeled non-residential ashp
2017,13863.1669252,-16274.1524775
2018,13863.1669252,-16274.1524775
2019,13863.1669252,-16274.1524775
2020,13863.1669252,-16274.1524775
2021,13863.1669252,-16274.1524775
2022,13863.1669252,-16274.1524775
2023,13863.1669252,-16274.1524775
2024,13863.1669252,-16274.1524775
2025,13863.1669252,-16274.1524775
2026,13863.1669252,-16274.1524775
2027,13863.1669252,-16274.1524775
2028,13863.1669252,-16274.1524775
2029,13863.1669252,-16274.1524775
2030,13863.1669252,-16274.1524775
2031,13863.1669252,-16274.1524775
