year,Base case cost,Modeled water and wastewater efficiency
2017,54680.6571136,44656.5902561
2018,59270.6296243,47704.0232808
2019,65783.1811748,52089.3315068
2020,68869.5283584,54099.3415331
2021,70989.3282949,55441.4453138
2022,72680.2758556,56488.8678497
2023,73727.6084529,57092.436345
2024,74667.3020782,57624.1680668
2025,75818.31533,58305.3968886
2026,77179.1270587,59134.9866766
2027,78215.3878045,59741.9276506
2028,79140.634513,60274.3919668
2029,80389.8250008,61034.3516214
2030,81207.815922,61497.440296
2031,82552.8815346,62328.8134546
