year,Base case diesel consumed,Modeled diesel efficiency
2019,211576.797513,192342.543194
2020,211576.797513,192342.543194
2021,211651.191605,192410.174187
2022,211725.585697,192477.805179
2023,211799.979789,192545.436172
2024,211874.373881,192613.067165
2025,211948.767973,192680.698157
2026,212023.162065,192748.32915
2027,212097.556157,192815.960143
2028,212246.344341,192951.222128
2029,212320.738433,193018.853121
2030,212395.132525,193086.484113
2031,212543.920709,193221.746099
2032,212618.314801,193289.377091
2033,212767.102984,193424.639077
2034,212915.891168,193559.901062
2035,213064.679352,193695.163048
2036,213213.467536,193830.425033
2037,213362.25572,193965.687018
2038,213511.043904,194100.949004
