year,Base case cost,Modeled residential energy efficiency
2017,302541.961921,317499.328959
2018,329597.826449,337213.515005
2019,367979.401711,365869.137238
2020,386226.380114,378729.490839
2021,398810.50315,387172.230052
2022,399423.038161,384215.359832
2023,405567.550748,387630.626814
2024,411097.612076,390598.377433
2025,417856.575921,394557.737567
2026,415755.218459,389418.740812
2027,421752.182114,392811.750189
2028,427149.449403,395769.06159
2029,423799.180277,389604.186783
2030,428478.712055,392035.211766
2031,425226.472926,385889.502667
