year,Base case cost,Modeled water and wastewater efficiency
2017,74852.8057985,137127.213258
2018,78334.3054145,137476.172679
2019,83209.0233194,138806.740533
2020,85393.5540938,138373.991378
2021,86627.9411878,137349.644935
2022,87553.8179359,136160.994851
2023,87883.9501882,134613.870928
2024,88158.710675,133069.330326
2025,88455.1148989,131580.38259
2026,89016.4520112,130308.478613
2027,89387.8244673,128946.178836
2028,89673.5076006,127565.481769
2029,89827.9434867,126126.034116
2030,89803.5394337,124605.057964
2031,90186.7194179,123393.046607
