year,Base case cost,Modeled non-residential energy efficiency
2017,9166044.83377,8135169.34608
2018,9520051.99496,8438436.55948
2019,10005172.9196,8860753.08642
2020,10254289.07,9069892.65217
2021,10411625.5861,9196359.86977
2022,10542739.3495,9299470.23408
2023,10621407.6075,9355485.2275
2024,10700075.8656,9411855.8687
2025,10778744.1236,9468573.82308
2026,10883635.1344,9549360.72889
2027,10975414.7687,9618613.96914
2028,11054083.0268,9676325.78023
2029,11145862.6612,9746218.36067
2030,11211419.5429,9792689.63847
2031,11316310.5536,9875056.82983
