year,Base case cost,Modeled solar power (pv)
2016,1096326.05778,1189370.97006
2017,1346110.76908,1433461.86333
2018,1531272.28044,1613911.52569
2019,1785313.35278,1862372.96301
2020,1912510.8811,1985815.10463
2021,1991099.30945,2061388.49049
2022,2055512.00367,2123039.75566
2023,2091621.52824,2156821.8158
2024,2127288.81867,2190215.90212
2025,2162977.23973,2223684.17911
2026,2212112.38778,2270469.28113
2027,2253909.87439,2310060.53707
2028,2289171.15463,2343256.08177
2029,2328153.73787,2380132.70438
2030,2354355.20935,2404453.10941
2031,2401049.01359,2449048.87105
2032,2448794.06727,2494744.03906
2033,2503812.63579,2547673.91974
2034,2558862.14562,2600682.22775
2035,2592490.3291,2632569.35608
