year,Base case diesel consumed,Modeled diesel efficiency
2019,694674.456335,631522.233031
2020,692938.725035,629944.295486
2021,691353.926891,628503.569901
2022,689769.128748,627062.844316
2023,688033.397448,625484.906771
2024,686222.19957,623838.363245
2025,684486.46827,622260.4257
2026,682750.73697,620682.488154
2027,680939.539091,619035.944629
2028,679279.27437,617526.613063
2029,676788.877287,615262.615716
2030,674600.346518,613273.042289
2031,672562.748905,611420.680822
2032,670902.484183,609911.349257
2033,669468.619196,608607.835633
2034,668110.220787,607372.927989
2035,666449.956066,605863.596423
2036,664789.691344,604354.264858
2037,662978.493466,602707.721333
2038,661318.228744,601198.389767
