year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,831719.40808,615472.361979
2018,831719.40808,615472.361979
2019,831719.40808,615472.361979
2020,831719.40808,615472.361979
2021,831719.40808,615472.361979
2022,831719.40808,615472.361979
2023,831719.40808,615472.361979
2024,831719.40808,615472.361979
2025,831719.40808,615472.361979
2026,831719.40808,615472.361979
2027,831719.40808,615472.361979
2028,831719.40808,615472.361979
2029,831719.40808,615472.361979
2030,831719.40808,615472.361979
2031,831719.40808,615472.361979
