year,Base case cost,Modeled non-residential energy efficiency
2017,125790.065517,140119.298279
2018,134935.325031,148635.786547
2019,148145.144328,160937.380711
2020,154241.984004,166615.039556
2021,158645.257103,170715.570944
2022,162032.390256,173869.825858
2023,164403.383464,176077.804298
2024,166096.95004,177654.931755
2025,168467.943248,179862.910194
2026,171177.64977,182386.314126
2027,173548.642977,184594.292565
2028,175242.209554,186171.420022
2029,177951.916077,188694.823953
2030,179645.482653,190271.95141
2031,182355.189176,192795.355341
