year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,32916.67,8669.54,24914.48,4848.79
2018,32916.67,8669.44,24914.48,4848.79
2019,32916.67,8669.35,24914.48,4848.79
2020,32833.33,8669.25,24914.48,4848.79
2021,32833.33,8669.12,24914.48,4848.79
2022,32833.33,8668.98,24914.48,4848.79
2023,32833.33,8668.81,24914.48,3776.06
2024,32833.33,8668.64,24914.48,3776.06
2025,32750.0,8668.46,24914.48,3776.06
2026,32750.0,8668.26,24914.48,3776.06
2027,32750.0,8668.05,24914.48,3776.06
2028,32750.0,8667.83,24914.48,3776.06
2029,32666.67,8667.66,24914.48,3776.06
2030,32666.67,8667.46,24914.48,3776.06
2031,32666.67,8667.23,24914.48,3776.06
2032,32666.67,,,3776.06
2033,32583.33,,,3776.06
2034,32583.33,,,2703.34
2035,32500.0,,,2703.34
2036,32500.0,,,2703.34
