year,Base case diesel consumed,Modeled non-residential ashp
2017,8630.45735594,1156.11449646
2018,8630.45735594,1156.11449646
2019,8630.45735594,1156.11449646
2020,8630.45735594,1156.11449646
2021,8630.45735594,1156.11449646
2022,8630.45735594,1156.11449646
2023,6721.0884886,-753.254370879
2024,6721.0884886,-753.254370879
2025,6721.0884886,-753.254370879
2026,6721.0884886,-753.254370879
2027,6721.0884886,-753.254370879
2028,6721.0884886,-753.254370879
2029,6721.0884886,-753.254370879
2030,6721.0884886,-753.254370879
2031,6721.0884886,-753.254370879
