year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,24914.4761734,18436.7123683
2018,24914.4761734,18436.7123683
2019,24914.4761734,18436.7123683
2020,24914.4761734,18436.7123683
2021,24914.4761734,18436.7123683
2022,24914.4761734,18436.7123683
2023,24914.4761734,18436.7123683
2024,24914.4761734,18436.7123683
2025,24914.4761734,18436.7123683
2026,24914.4761734,18436.7123683
2027,24914.4761734,18436.7123683
2028,24914.4761734,18436.7123683
2029,24914.4761734,18436.7123683
2030,24914.4761734,18436.7123683
2031,24914.4761734,18436.7123683
