year,Base case diesel consumed,Modeled non-residential ashp
2017,4410.23975416,-5177.23798186
2018,4410.23975416,-5177.23798186
2019,4410.23975416,-5177.23798186
2020,4410.23975416,-5177.23798186
2021,4410.23975416,-5177.23798186
2022,4410.23975416,-5177.23798186
2023,4410.23975416,-5177.23798186
2024,4410.23975416,-5177.23798186
2025,4410.23975416,-5177.23798186
2026,4410.23975416,-5177.23798186
2027,4410.23975416,-5177.23798186
2028,4410.23975416,-5177.23798186
2029,4410.23975416,-5177.23798186
2030,4410.23975416,-5177.23798186
2031,4410.23975416,-5177.23798186
