year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,31958.2590881,23649.1117252
2018,31958.2590881,23649.1117252
2019,31958.2590881,23649.1117252
2020,31958.2590881,23649.1117252
2021,31958.2590881,23649.1117252
2022,31958.2590881,23649.1117252
2023,31958.2590881,23649.1117252
2024,31958.2590881,23649.1117252
2025,31958.2590881,23649.1117252
2026,31958.2590881,23649.1117252
2027,31958.2590881,23649.1117252
2028,31958.2590881,23649.1117252
2029,31958.2590881,23649.1117252
2030,31958.2590881,23649.1117252
2031,31958.2590881,23649.1117252
