year,Base case cost,Modeled diesel efficiency
2019,333268.028119,478862.881823
2020,342742.202831,483353.300428
2021,348872.551174,484900.497142
2022,353888.290728,485528.768936
2023,357789.421492,485235.904529
2024,360575.943466,484019.743888
2025,363919.769835,483398.09931
2026,368378.204994,483875.551687
2027,371722.031363,483423.528079
2028,374508.553337,482546.70453
2029,378409.684101,482763.08441
2030,381196.206076,482044.23267
2031,385097.336839,482414.881806
2032,389555.771998,483366.604875
2033,394014.207157,484391.016899
2034,399029.946711,485993.054812
2035,401816.468685,485637.852847
2036,406832.208239,487376.909354
2037,409618.730213,487155.514655
2038,414077.165372,488518.601972
