year,Base case cost,Modeled residential energy efficiency
2017,356161.07474,354086.20861
2018,358182.94584,353660.850724
2019,374595.036402,367036.305178
2020,382345.190278,372927.827378
2021,387359.995728,376469.042788
2022,391463.018368,379239.219117
2023,394654.2582,381237.915295
2024,396933.715222,382464.700473
2025,388276.817298,372711.697215
2026,391817.21753,375051.186278
2027,394472.517704,376644.214451
2028,396685.267849,377871.978397
2029,388043.995938,368139.738902
2030,390190.039206,369332.30571
2031,393194.49978,371276.569915
