year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,9465.12627604,6152.33207942
2018,9463.27114357,6151.12624332
2019,9461.36873386,6149.88967701
2020,9459.48030756,6148.66219991
2021,9457.49399738,6147.3710983
2022,9455.97579852,6146.38426904
2023,9454.90640055,6145.68916036
2024,9453.73312582,6144.92653178
2025,9452.13768527,6143.88949542
2026,9449.92764052,6142.45296634
2027,9447.48986595,6140.86841287
2028,9445.22255581,6139.39466128
2029,9442.86734995,6137.86377747
2030,9440.51414171,6136.33419211
2031,9438.09301406,6134.76045914
