year,Base case diesel consumed,Modeled non-residential ashp
2017,43213.6638788,29371.2033645
2018,43213.6638788,29371.2033645
2019,43213.6638788,29371.2033645
2020,43213.6638788,29371.2033645
2021,43213.6638788,29371.2033645
2022,43213.6638788,29371.2033645
2023,43213.6638788,29371.2033645
2024,43213.6638788,29371.2033645
2025,43213.6638788,29371.2033645
2026,43213.6638788,29371.2033645
2027,45183.694581,31341.2340667
2028,45183.694581,31341.2340667
2029,45183.694581,31341.2340667
2030,45183.694581,31341.2340667
2031,45183.694581,31341.2340667
