year,Base case cost,Modeled residential energy efficiency
2017,404824.177861,395583.349155
2018,427600.15733,415036.557024
2019,469894.406825,452773.862609
2020,484556.771263,465347.627755
2021,494553.837925,473920.649446
2022,501885.020144,480207.532019
2023,507216.789031,484779.810254
2024,511215.615696,488209.018931
2025,515880.913472,492209.762386
2026,521879.153469,497353.575401
2027,527210.922356,501925.853636
2028,531209.749021,505355.062312
2029,549855.222393,523146.108701
2030,553266.222148,526082.426799
2031,559406.021708,531367.799376
2032,565545.821268,536653.171953
2033,571685.620828,541938.54453
2034,577825.420388,547223.917106
2035,581918.620094,550747.498824
2036,588740.619605,556620.135021
