year,Base case diesel consumed,Modeled non-residential ashp
2017,48829.2294301,40514.5955631
2018,48829.2294301,40514.5955631
2019,50059.5557049,41744.921838
2020,50059.5557049,41744.921838
2021,50059.5557049,41744.921838
2022,50059.5557049,41744.921838
2023,50059.5557049,41744.921838
2024,50059.5557049,41744.921838
2025,50059.5557049,41744.921838
2026,50059.5557049,41744.921838
2027,50059.5557049,41744.921838
2028,50059.5557049,41744.921838
2029,51289.8819798,42975.2481128
2030,51289.8819798,42975.2481128
2031,51289.8819798,42975.2481128
