year,Base case cost,Modeled non-residential energy efficiency
2017,320911.699148,359849.506614
2018,341975.428015,378947.321964
2019,371314.193223,405547.850488
2020,384855.16178,417825.017499
2021,394634.750183,426691.860341
2022,401405.234462,432830.443846
2023,406671.166678,437604.897684
2024,410432.546833,441015.221853
2025,414946.203019,445107.610857
2026,420964.411267,450564.129529
2027,426230.343484,455338.583366
2028,429991.723639,458748.907536
2029,436009.931886,464205.426208
2030,439019.03601,466933.685543
2031,445037.244258,472390.204215
