year,Base case diesel consumed,Modeled residential ashp
2017,58662.2964174,8011.7488663
2018,61023.677686,10373.1301348
2019,62204.3683202,11553.8207691
2020,63385.0589545,12734.5114034
2021,64565.7495888,13915.2020377
2022,65746.4402231,15095.8926719
2023,66927.1308573,16276.5833062
2024,68107.8214916,17457.2739405
2025,69288.5121259,18637.9645748
2026,70469.2027602,19818.655209
2027,71649.8933944,20999.3458433
2028,74011.274663,23360.7271119
2029,74011.274663,23360.7271119
2030,76372.6559315,25722.1083804
2031,77553.3465658,26902.7990147
