year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,48615.4414235,36035.7266534
2018,48615.4414235,36035.7266534
2019,48615.4414235,36035.7266534
2020,48615.4414235,36035.7266534
2021,48615.4414235,36035.7266534
2022,48615.4414235,36035.7266534
2023,48615.4414235,36035.7266534
2024,48615.4414235,36035.7266534
2025,48615.4414235,36035.7266534
2026,48615.4414235,36035.7266534
2027,48615.4414235,36035.7266534
2028,48615.4414235,36035.7266534
2029,48615.4414235,36035.7266534
2030,48615.4414235,36035.7266534
2031,48615.4414235,36035.7266534
