year,Base case diesel consumed,Modeled residential ashp
2017,63835.042311,8718.21185154
2018,65254.7357743,10137.9053149
2019,66674.4292376,11557.5987782
2020,68094.122701,12977.2922415
2021,69513.8161643,14396.9857049
2022,69513.8161643,14396.9857049
2023,70933.5096276,15816.6791682
2024,72353.203091,17236.3726315
2025,73772.8965543,18656.0660949
2026,73772.8965543,18656.0660949
2027,75192.5900176,20075.7595582
2028,76612.283481,21495.4530216
2029,76612.283481,21495.4530216
2030,78031.9769443,22915.1464849
2031,79451.6704076,24334.8399482
